id,city_id,name,description,field,url,address,phone,created_at,updated_at
4b74315b-7a49-4c9f-b80a-18a7232a642a,238ecc10-c546-4349-bda3-bc8516f4ebc3,Academy of Math and Science Advanced Virtual Academy,,,http://www.amsschools.org/apps/pages/AdvancedVirtualAcademy,3448 N 1ST AVE,(623)526-9300,2025-05-19 00:23:28.502749+00,2025-05-19 00:23:28.502749+00
4b776120-4290-4fd4-998f-ccb0b730e739,0ecbd347-f9d6-4ca5-8064-b8d6f0e7d5d3,Leadership & Public Service Virtual Academy,,,http://slpsva.lausd.org,1435 West 27th St.,(213)316-9840,2025-05-19 00:18:18.831127+00,2025-05-19 00:18:18.831127+00
4b91c13c-b6b6-428e-9c58-bfb462798dbe,55a49070-3bb9-4908-918a-489e4e12d224,Sunset Park Center for Accelerated Studies,,,,1036 Ogden Road,(803)981-1260,2025-05-19 00:36:18.623657+00,2025-05-19 00:36:18.623657+00
4b98462b-8b1c-4cf9-8e69-ccfea0c8c4ba,3335a42e-5a41-4f02-81e9-614e5056d066,EARLY LEARNING CENTER (0-3) AT KENNEDY,,,,3200 NORTH 30TH STREET,(402)561-6190,2025-05-19 00:34:17.926494+00,2025-05-19 00:34:17.926494+00
4be008b4-f90f-4002-bdea-c7aac38af389,d49862d7-632e-4b8a-b150-2c9e36924143,North Central Academy,,,http://www.northcentralacademy.org/,928 W Market St Ste B,(419)448-5786,2025-05-19 00:50:58.063658+00,2025-05-19 00:50:58.063658+00
4bf586ec-2a61-4b22-a066-d9998d17aa7c,88402fbe-9108-432a-8a3e-64a6a96bf6c0,SIMPSON COUNTY ACHIEVEMENT CENTER,,,,177 Simpson Hwy 149,(601)849-6135,2025-05-19 00:53:51.550076+00,2025-05-19 00:53:51.550076+00
4c1ad31a-3e70-4367-bae1-5a38fc207239,148331fa-f9ab-4ff0-b7af-36434cfcfae5,Seekonk Transitions Academy,,,http://www.seekonkschools.org,261 Arcade Avenue,(508)399-5106,2025-05-19 00:52:03.726063+00,2025-05-19 00:52:03.726063+00
4c220f7c-5427-4488-b847-8f668d60cbd3,4efeb099-7e1f-4d1a-8856-cef9976bfb09,COCONUT PALM K-8 ACADEMY,,,http://coconutpalm.dadeschools.net,24400 SW 124TH AVE,(305)257-0500,2025-05-19 00:30:22.168785+00,2025-05-19 00:30:22.168785+00
4c2cf8dd-c56d-403e-bc56-e36d257c0e06,923fc5d5-73f1-4384-a363-dfce39d576a9,Juvenile Services Center,,,,18006 Cumberland Road,(317)776-9828,2025-05-19 00:47:53.332358+00,2025-05-19 00:47:53.332358+00
4c5e97d7-e0ba-4c02-8768-052412e35ad9,dca3916d-aa18-43a3-9a70-10d75b9d6341,Early Childhood Center,,,,73 Junefield Ave,(513)619-2390,2025-05-19 00:32:04.646819+00,2025-05-19 00:32:04.646819+00
4c828b8f-d48f-4892-85f8-05c978a481f2,d5b2f4a6-0ed3-4fae-945a-c98ce4bccd5f,Dr Joseph F Pollack Academic Center of Excellence,,,http://www.pacek-8.com,23777 SOUTHFIELD RD,(248)569-1060,2025-05-19 00:40:31.134865+00,2025-05-19 00:40:31.134865+00
4c8b5304-75fe-46db-9ee1-14e47fce4c73,122995c2-1ca1-41aa-8290-691da95677ae,Prodeo Academy St. Paul Middle,,,http://www.prodeoacademy.org/,170 ROSE AVE W,(651)350-7655,2025-05-19 00:29:45.973323+00,2025-05-19 00:29:45.973323+00
4c992a55-92ec-4274-a780-b1994c97ec12,909fdd87-e1ed-4962-87bc-9aa9b9abcb54,PINELLAS GULF COAST ACADEMY,,,http://www.pcsb.org/gulfcoast-hs,2235 NE COACHMAN RD,(727)474-8836,2025-05-19 00:30:30.912424+00,2025-05-19 00:30:30.912424+00
4ca0bbd9-9426-4bb9-987f-b255d2e0253b,94319e11-5d2b-4d8e-babd-125921809685,California Virtual Academy @ Sonoma,,,http://www.caliva.org,50 Morland Rd.,(805)581-0202,2025-05-19 00:33:12.2873+00,2025-05-19 00:33:12.2873+00
4cb61efa-3f23-4374-89a0-0c8dade9c832,5c19a87b-dd6c-4140-b861-4b36889c0ffe,Katherine Johnson Global Academy,,,http://www.baltimorecityschools.org/schools/75,1101 Braddish Avenue,(410)396-0581,2025-05-19 00:28:58.928186+00,2025-05-19 00:28:58.928186+00
4cd9b6c3-dc8e-44d8-b649-d5e10a1e667d,23e64cc7-6cbb-483d-aecc-a2c4ea42dad1,Rowland Virtual Learning Academy,,,http://www.rowlandschools.org,341 South La Seda Rd,(626)965-3496,2025-05-19 00:39:09.919022+00,2025-05-19 00:39:09.919022+00
4cef2a63-ec42-4b42-a947-ab37a7d5a648,aa6b642e-48f1-4f4a-a2e1-0f2f26492093,LEANDER VIRTUAL LEARNING ACADEMY,,,,204 W S ST,(512)570-2219,2025-05-19 00:45:20.171122+00,2025-05-19 00:45:20.171122+00
4cf63480-c643-4ac4-8800-0bd2bb37f047,30a64890-1a1f-4c00-8978-02080198e96d,Grand River Academy,,,,600 N 14TH ST,(970)254-5343,2025-05-19 00:38:06.935008+00,2025-05-19 00:38:06.935008+00
4cfaba2a-1404-4eb3-963c-dbb6f3c6bccc,46d57ae1-4e6c-4b91-a501-8f2297060dd6,Bishop School Early Learning Center,,,http://www.norwichpublicschools.org/page.cfm?p=2890,526 East Main St.,(860)823-4201,2025-05-19 00:43:01.401747+00,2025-05-19 00:43:01.401747+00
4d1561a2-513e-490f-a699-f3a85a1a49aa,d52ae451-6f08-4258-8735-e0d330cc9d26,EBR Readiness Superintendent Academy,,,,4375 E Brookstown Drive,(225)757-9679,2025-05-19 00:28:34.412867+00,2025-05-19 00:28:34.412867+00
4d3a1a53-4337-4b66-aaa2-4ad593e8583d,69648fd9-016d-466e-aadc-91808538a7e4,Axis International Academy,,,,2130 WEST HORSETOOTH ROAD,(970)658-4199,2025-05-19 00:30:48.363597+00,2025-05-19 00:30:48.363597+00
4d42a2de-e976-461e-a5c0-363037fb5a7b,db57eb45-4de6-4db9-8ccf-90cb1cc379d1,RISE Learning Center,,,,5391 S Shelby St,(317)789-1675,2025-05-19 00:27:02.160015+00,2025-05-19 00:27:02.160015+00
4d481023-173a-491a-8a6c-18c6dd1b25c8,229f0d6a-1b83-4d16-8649-7622821eacfb,Fair Garden Family/Community Center,,,,400  Fern  ST,(865)594-1320,2025-05-19 00:35:29.658323+00,2025-05-19 00:35:29.658323+00
4d553445-b9c8-4c1e-9aee-fa4155006c04,34434dac-c691-4709-ab36-3369698f1bbd,Greenwood Early Learning Center,,,,2250 Graybill Rd,(330)896-7474,2025-05-19 00:50:55.98896+00,2025-05-19 00:50:55.98896+00
4d5a11a8-49d2-465c-802b-1a35f1fb39bd,ddf1d159-2a40-4528-97fe-4698334cb1b2,Learning Post Academy (Alternative),,,http://www.learningpostacademy.org/,24825 North Newhall Ave.,(661)255-8338,2025-05-19 00:33:37.66765+00,2025-05-19 00:33:37.66765+00
4d6dfdbf-f389-4483-8d9d-a45967a7bc8c,5e7de4a1-3385-4c89-bdf0-600081c5b652,VALRICO LAKE ADVANTAGE ACADEMY,,,,13306 BOYETTE RD,(813)699-5049,2025-05-19 00:43:56.014314+00,2025-05-19 00:43:56.014314+00
4d8c3d63-0584-408b-9272-aea75242ee12,ee6af5fc-6ef7-492e-a2e8-9645c648afe1,Ballington Acad for the Arts and Scis - San Bernardino,,,http://www.ballingtonacademy.org,799 East Rialto Ave.,(619)228-2054,2025-05-19 00:24:28.604119+00,2025-05-19 00:24:28.604119+00
4d995b8b-3265-4a36-b6de-dd47a1dcd8dd,b8c85231-e2c7-481b-a3f0-d554c4d10af4,TULOSO-MIDWAY ACADEMIC CAREER CENTER,,,,7601 LEOPARD,(361)903-6450,2025-05-19 00:31:45.257493+00,2025-05-19 00:31:45.257493+00
4d9cacdf-6138-413b-a336-068e7cdf5989,20e30b2f-f5fc-41d4-8e58-c9bf0ca0e15a,MATER ACADEMY NARCOOSSEE,,,http://www.maternarcoossee.com,8315 ACADEMY DR,(321)677-1727,2025-05-19 00:30:14.607373+00,2025-05-19 00:30:14.607373+00
4dbc7a0e-b2c4-4863-8a2f-c843a21eb048,94319e11-5d2b-4d8e-babd-125921809685,California Virtual Academy at Fresno,,,http://www.caliva.org,50 Moreland Rd.,(805)581-0202,2025-05-19 00:33:09.309751+00,2025-05-19 00:33:09.309751+00
4dc99464-c9b7-486a-a3f8-d6732007a4e9,e19fd0fb-dda2-481d-9f99-19cefd266997,iQ Academy 6-8,,,http://www.isd544.org,340 FRIBERG AVE,(218)998-0544,2025-05-19 00:48:35.83901+00,2025-05-19 00:48:35.83901+00
4dcb11a9-ab86-4966-85db-791952a59b28,55faf34f-e5e5-444a-a0db-92fedba0ec2c,S.F. County Civic Center Secondary,,,http://www.sfusd.edu/,727 Golden Gate Ave.,(415)241-3000,2025-05-19 00:24:05.126936+00,2025-05-19 00:24:05.126936+00
4ddbe305-58cc-4416-be86-1f886f467421,2b6fb942-b976-4079-a934-070e28ffe61a,Gary Virtual Academy,,,,1800 E 35th Ave,(219)881-5466,2025-05-19 00:34:47.312374+00,2025-05-19 00:34:47.312374+00
4de2c704-7cb8-4a36-b03d-66d20d9814e9,877c3132-d65e-477f-b782-6e2c0a0f5bbb,Genesis Innovation Academy for Girls,,,,1049 Custer Avenue SE,(404)944-8560,2025-05-19 00:26:51.921819+00,2025-05-19 00:26:51.921819+00
4deb776b-1de2-4edf-ac3f-4d7c4cce87ff,35eb6907-fe08-4dfc-9d53-ba1cf6a931de,Redlands eAcademy,,,http://eacademy.redlandsusd.net/,820 West Stuart Ave.,(909)748-6941,2025-05-19 00:38:35.302628+00,2025-05-19 00:38:35.302628+00
4e06dc2b-d26e-49bd-87e6-71ade6b082ad,381c6dfe-9618-4748-99ba-8e8e0d07091a,NORTH BROWARD ACADEMY OF EXCELLENCE MIDDLE,,,http://northbrowardcharter.org,8200 SW 17TH ST,(954)718-2211,2025-05-19 00:48:58.730827+00,2025-05-19 00:48:58.730827+00
4e1523d1-aca0-4323-b67a-7516f8d9ed3e,2396cd6e-4124-463d-969f-b9ef260ada3a,Alternative Learning Academy at Conley-Caraballo High,,,http://www.conleycaraballo.com/,541 Blanche St.,(510)471-5126,2025-05-19 00:33:48.948367+00,2025-05-19 00:33:48.948367+00
4e1c7696-e77f-4fa9-8150-75e1648f58c4,52b31932-c66c-47ab-a9cf-8e0b9973e40f,Orchard Center Elementary,,,,7519 E BUCKEYE,(509)922-5473,2025-05-19 00:31:01.112837+00,2025-05-19 00:31:01.112837+00
4e1d6c62-80e3-40c1-b4f6-cebb20409a5d,b313a330-588c-42f0-8c16-bd84180a041a,Center for Educational Excellence,,,,1700 E ELLIOT RD STE 9,(480)632-1940,2025-05-19 00:24:21.766507+00,2025-05-19 00:24:21.766507+00
4e3f22ef-bf08-46b0-b1fe-8fa66c9b07ed,32dada0e-9871-46a5-b80c-be87c69b8869,Eastland Career Center,,,,4465 S Hamilton Rd,(614)836-5725,2025-05-19 00:50:23.708797+00,2025-05-19 00:50:23.708797+00
4e4c6e7a-a93c-4675-85fb-d0ae3b216e21,3335a42e-5a41-4f02-81e9-614e5056d066,FULLERTON MAGNET CENTER,,,,4711 N 138TH ST,(531)299-1460,2025-05-19 00:34:12.016671+00,2025-05-19 00:34:12.016671+00
4e59fac7-813f-436f-b07c-6c82b6d6fdc0,c0bab266-68c5-4c65-813c-9567dd110387,North Charleston Creative Arts Elementary,,,,5200 Lackawanna Boulevard,(843)529-2831,2025-05-19 00:36:22.368801+00,2025-05-19 00:36:22.368801+00
4e6a7f36-3af6-4378-b7f1-c96152ea2475,fa2dc531-73bf-4eb5-a2de-f39b9d1edcfc,North Monterey County Center for Independent Study,,,,17500 Pesante Rd.,(831)633-7050,2025-05-19 00:32:28.596923+00,2025-05-19 00:32:28.596923+00
4e8e131e-29c8-403c-b521-758058690f7e,02032e78-b0e0-45ed-b651-132d937b8ea4,Yucaipa Early Childhood Education Center,,,http://ecec.yucaipaschools.com,35912 Avenue H,(909)790-8550,2025-05-19 00:45:53.476488+00,2025-05-19 00:45:53.476488+00
4eac8ad0-1cc9-43f3-863b-6fc003cac4b1,72eadab6-cbde-405a-9d57-d56fb25f683b,IDEA ACHIEVE ACADEMY,,,http://ideapublicschools.org/our-schools/idea-achieve/,1900 THOMAS RD,(817)885-4700,2025-05-19 00:45:22.174369+00,2025-05-19 00:45:22.174369+00
4ebac265-8e41-4978-9078-a7fa8eae47ba,5189cd0a-7603-4bb2-adb1-27b8e9bc06a0,Trillium Academy,,,http://www.trilliumacademy.us,15740 RACHO BLVD,(734)374-8222,2025-05-19 00:48:23.459679+00,2025-05-19 00:48:23.459679+00
4ece2252-c313-47f5-b9b4-14abe88836be,7aa58002-4808-401c-9ee4-a66f541a7e42,Taylor Leadership Academy,,,,1101 Lever Blvd.,(209)933-7290,2025-05-19 00:33:04.036714+00,2025-05-19 00:33:04.036714+00
4edc6c52-cefe-44e3-98b3-a9ccee236b22,30c38240-b53c-469d-aae8-51d36336ce6f,Bennett/Kew P-8 Leadership Academy of Excellence,,,http://bennett-kew.inglewoodusd.com/,11710 South Cherry Ave.,(310)680-5400,2025-05-19 00:33:43.933455+00,2025-05-19 00:33:43.933455+00
4f0e31c7-36f9-4427-9b49-3edf04107b08,c3f3efb0-dbba-4055-a5c8-a3057dad05e2,BROOKLYN DEMOCRACY ACADEMY,,,http://www.brooklyndemocracyacademy.com,985 ROCKAWAY AVE,(718)342-6348,2025-05-19 00:26:36.875462+00,2025-05-19 00:26:36.875462+00
4f2217d9-8ec1-4b55-8e32-7837d0f36e7b,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Orozco Elem Fine Arts & Sciences,,,http://www.cps.edu,1940 W 18th St,(773)534-7215,2025-05-19 00:26:08.655535+00,2025-05-19 00:26:08.655535+00
4f2b9479-7bca-46e3-a3f9-d255d352dc57,ad332ad1-0d60-44d5-aff9-572b67ee62d9,Greenbrier Alternative Learning Center,,,,2851 Webb Creek RD,(865)453-8338,2025-05-19 00:48:48.506176+00,2025-05-19 00:48:48.506176+00
4f414000-d3c4-4c81-b6eb-f306ab89db69,cb4eca0c-2d75-4a16-bb7f-009b4b6de8d3,Parkway Sports and Health Science Academy,,,http://www.lmsvschools.org,9009 Park Plaza Dr.,(619)668-5810,2025-05-19 00:39:08.048576+00,2025-05-19 00:39:08.048576+00
4f4185c7-be47-4eed-92a4-15e9790a1c15,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Mays Elem Academy,,,http://www.cps.edu,6656 S Normal Blvd,(773)535-3892,2025-05-19 00:25:39.019424+00,2025-05-19 00:25:39.019424+00
4fb87ddd-d2b8-4b77-ac04-a0604f8d73df,42843a5d-69d9-4ed0-bf2f-205014bab5d8,PAYETTE ACADEMY,,,,1312 1ST AVENUE NORTH,(208)332-6800,2025-05-19 00:54:00.453184+00,2025-05-19 00:54:00.453184+00
4fbbcb73-9057-4f6f-ba51-9acb871d32a2,877c3132-d65e-477f-b782-6e2c0a0f5bbb,Genesis Innovation Academy for Boys,,,,1049 Custer Avenue SE,(404)944-8560,2025-05-19 00:26:52.26098+00,2025-05-19 00:26:52.26098+00
4fbc5073-aa93-4a2b-acc0-e03efb99bbe6,8272f0ed-b3ef-4550-a5ca-5ba3d43bd974,SRMI @ RENAISSANCE CENTER,,,http://www.srmischool.com/id9.html,3630 W EDUCATIONAL PATH,(352)527-4567,2025-05-19 00:53:26.845753+00,2025-05-19 00:53:26.845753+00
4fd5170f-24c6-4609-91c4-c7f2e1936bb7,ce1466ee-7fb7-43a2-ad08-548418fa1e40,Cesar E. Chavez Lrng Acads-Arts/Theatre/Entertain Mag,,,http://ccla.lausd.org,1001 Arroyo Ave.,(818)837-6428,2025-05-19 00:46:28.959379+00,2025-05-19 00:46:28.959379+00
4fe5864b-ae4a-481d-9b57-e5f7e39026e4,5bfb3e1a-58d6-4a75-9da9-a482cbdcab6d,Richards Career Academy HS,,,http://www.cps.edu,5009 S Laflin St,(773)535-4945,2025-05-19 00:25:41.749358+00,2025-05-19 00:25:41.749358+00
5004c33a-257c-41ed-ac66-3c66ad2e4399,30a64890-1a1f-4c00-8978-02080198e96d,Independence Academy,,,,675 29 RD,(970)254-6850,2025-05-19 00:38:05.961587+00,2025-05-19 00:38:05.961587+00
50060f4c-2266-47e9-bab6-8d5cb1c214b2,5e472295-db51-4792-ab28-a07bd506daa6,Industrial Design Engineering and Arts,,,,6701 S Park Ave,(253)571-7906,2025-05-19 00:31:07.648863+00,2025-05-19 00:31:07.648863+00
50063016-1458-47c4-af5a-5e205c91eed9,3456110a-247a-4253-a11e-7903d69b8fcd,Rocky Mountain Classical Academy,,,,4620 ANTELOPE RIDGE,(719)622-8000,2025-05-19 00:32:39.4009+00,2025-05-19 00:32:39.4009+00
5018e265-148e-4fc1-96ed-2c4225cf3132,1e94d049-fdcc-4446-a33f-62d80754f69f,Wisconsin Connections Academy,,,http://www.wca.aasd.k12.wi.us,350 W Capitol Dr,(920)852-5415,2025-05-19 00:38:14.049112+00,2025-05-19 00:38:14.049112+00
503a864b-5dfb-4524-9c61-e43ede00d57d,c410a74a-a2ef-4f5a-88ec-d358723065f7,Doral Academy of Colorado,,,,7100 WADSWORTH BLVD,(303)250-3627,2025-05-19 00:32:46.614245+00,2025-05-19 00:32:46.614245+00
509877ad-846f-425b-a53f-e8aa3c37cce8,0ecbd347-f9d6-4ca5-8064-b8d6f0e7d5d3,Gerald A. Lawson Acad of the Arts Math and Sci,,,http://lawsonacades.lausd.org,929 West 69th St.,(323)565-3650,2025-05-19 00:18:15.317938+00,2025-05-19 00:18:15.317938+00
5099bba5-af40-4915-a1db-490753d52de2,9d79c9a3-914b-4fe1-ac93-59d906a88d2f,SILAS WOOD 6TH GRADE CENTER,,,http://www.shufsd.org,23 HARDING PL,(631)812-3600,2025-05-19 00:52:13.988068+00,2025-05-19 00:52:13.988068+00
50a1a518-00fa-48c8-9d57-c57555b8775e,a59c73fa-abe4-4e45-93a8-a0f14e945fad,Elmwood Academy,,,,100 E Elmwood Avenue,(717)691-4578,2025-05-19 00:51:40.055654+00,2025-05-19 00:51:40.055654+00
50be595f-4614-4d26-a3e8-57a364a13527,ad29ff4c-9a96-4837-8a4f-6d865b9d9c03,INTEGRATED SCIENCE AND ASIAN CULTURE (ISAAC) ACADEMY,,,http://www.isacacademy.org,301 WESTWARD DR,(305)863-8030,2025-05-19 00:53:08.714307+00,2025-05-19 00:53:08.714307+00
50c6e569-88d1-4bcd-ad59-fa42e3e70ac4,044ea905-4e18-4426-80e3-0bff0dede82e,Wapato Online Academy K-5,,,,212 W 3rd St,(509)877-4181,2025-05-19 00:54:48.368975+00,2025-05-19 00:54:48.368975+00
50ed6913-63f4-4b66-a8d5-7a50b83f0beb,68191e4a-7003-4a76-b92f-1e0bc8ca9134,NORTH PLAINS OPPORTUNITY CENTER,,,http://www.dumasisd.org,1015 N MADDOX AVE,(806)935-8774,2025-05-19 00:52:59.973425+00,2025-05-19 00:52:59.973425+00
50f5993a-1aae-4f6e-9cdd-643bf241995e,497254d5-099c-4787-b3c2-ea05f16c8ee6,Porterville Military Academy,,,http://www.portervilleschools.org,900 West Pioneer Ave.,(559)782-7300,2025-05-19 00:42:34.064601+00,2025-05-19 00:42:34.064601+00
50f89c79-a0fb-407d-a45e-8fe34c868382,2cb12137-82e1-44bd-9614-01a6db43d989,Washington Connections Academy - Mary M. Knight,,,,111 Tumwater Blvd SE,(360)338-6340,2025-05-19 00:49:51.224123+00,2025-05-19 00:49:51.224123+00
5120575d-e04f-422c-99ee-994ed78947cc,c0bab266-68c5-4c65-813c-9567dd110387,Military Magnet Academy,,,,2950 Carner Avenue,(843)745-7102,2025-05-19 00:36:22.057031+00,2025-05-19 00:36:22.057031+00
512d7d45-4c10-4277-9bc0-58256161cef4,01f472cf-0f8c-4255-977a-c60a99bd580e,MURRAY HILL ACADEMY,,,http://www.mhacademy.net,111 E 33RD ST,(212)696-0195,2025-05-19 00:25:20.324043+00,2025-05-19 00:25:20.324043+00
515e3b3a-0a86-4ccc-a9d1-ed809950004d,fa4cf949-26b2-4ef8-a0e1-da066b4e20dd,Michigan Youth Challenge Academy,,,,5500 ARMSTRONG RD,(269)781-1250,2025-05-19 00:39:34.227849+00,2025-05-19 00:39:34.227849+00
516a44df-8fa7-4cd7-8985-300d969797d5,d13768c8-2792-4464-892c-4473b43e705c,River City Academy,,,http://rivercityacademy.blogs.kpbsd.k12.ak.us/wpmu/,46188 Sterling Hwy,(907)714-6400,2025-05-19 00:49:52.886111+00,2025-05-19 00:49:52.886111+00
51ba129d-9b12-449b-a29f-5c105abb200b,fe3ce3cc-7a21-4457-b3c7-816d784dd382,Milwaukee Math and Science Academy,,,http://www.mmsacademy.org,2703 N Sherman Blvd,(414)263-6400,2025-05-19 00:29:23.169178+00,2025-05-19 00:29:23.169178+00
51c44291-285c-4296-9494-e464992101f1,9cfbdda8-1310-4b9e-96bc-23cd90da6078,West Hills S.T.E.M. Academy,,,,520 S National Ave,(360)473-4600,2025-05-19 00:37:02.347303+00,2025-05-19 00:37:02.347303+00
51cc7d67-55a1-4ce7-8c73-88cef82daeb9,d006a31a-78ec-4bf7-b17f-bd6da9af0c74,Surad Academy,,,http://www.suradacademy.org/,128 8TH AVE NW,(507)805-2335,2025-05-19 00:52:46.184602+00,2025-05-19 00:52:46.184602+00
51cd2751-8a01-4c55-93a2-efba8e0cb7ca,efb76cc7-9096-4b41-b359-8c518be9dc1e,Woodland Academy,,,http://worcesterschools.org/school/woodland-academy/,93 Woodland Street,(508)799-3557,2025-05-19 00:34:51.141673+00,2025-05-19 00:34:51.141673+00
51d608d3-c14e-4e81-899a-8508450e88f9,878cd362-c65b-4081-b9ad-cd1bef792d9b,Palmdale Aerospace Academy,,,http://www.tpaa.org,3300 East Palmdale Blvd.,(661)273-3680,2025-05-19 00:33:13.34807+00,2025-05-19 00:33:13.34807+00
51db0e01-0c75-4520-b004-ed45293b3886,4c800340-e37f-4cbc-8516-52d951d5f644,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,,,,120 E 184TH ST,(718)220-3139,2025-05-19 00:40:12.677645+00,2025-05-19 00:40:12.677645+00
51e05025-2152-4cf4-a7b1-19271940f91a,e799a50e-4cbc-4452-937f-7e1e7f49bb7b,North Side Primary Center,,,http://www.herrinschools.org,601 N 17th St,(618)942-5418,2025-05-19 00:50:35.533928+00,2025-05-19 00:50:35.533928+00
51e46ee0-3b59-4f08-8c43-eb3f22d3f262,a8d76526-8579-4de6-9d5c-1562524bd737,LEVELLAND ACADEMIC BEGINNINGS CENTER,,,http://www.levellandisd.net/,1412 E ELLIS,(806)894-6959,2025-05-19 00:49:22.323253+00,2025-05-19 00:49:22.323253+00
51f41e75-0f2e-43f5-a3d4-c12bbed0cd50,23bfb26f-e010-4c3a-9861-5e4b781c8d8e,NEW BEGINNINGS EDUCATION CENTER,,,http://www.osceolaschools.net,2599 WEST VINE ST,(407)348-4466,2025-05-19 00:36:02.446651+00,2025-05-19 00:36:02.446651+00
520095c3-5146-4104-9ddc-ac7010169dbf,0fc20827-1d07-4c0a-bf67-11b3f81f5217,Roosevelt Learning Center,,,http://www.boces5.org,440 Dewar Drive,(307)362-6525,2025-05-19 00:44:51.582141+00,2025-05-19 00:44:51.582141+00
52010e23-c8e0-44e1-8df8-6cce137180ce,124404f4-8dec-4a26-a67e-04a6f42397a7,PPEP TEC - Colin L. Powell Learning Center,,,http://www.ppeptechs.org,4116 Avenida Cochise Suites F,(520)458-8205,2025-05-19 00:24:52.717645+00,2025-05-19 00:24:52.717645+00
52146161-f460-4f1b-9b3e-531baebe22aa,bf86889c-8d0b-4f97-aac2-934939be2608,Livingston Collegiate Academy,,,,7301 Dwyer Road,(504)503-0004,2025-05-19 00:28:29.777373+00,2025-05-19 00:28:29.777373+00
521686a6-52e2-489a-9e9e-32b4a6365f21,aa6a7416-8d6d-46e7-bf79-3d44d451baaa,John Adams Early Childhood Learning Center,,,http://www.dsusd.us,50-800 Desert Club Dr.,(760)777-4260,2025-05-19 00:47:00.528168+00,2025-05-19 00:47:00.528168+00
525d0938-24bd-463a-89dc-5c7d9c1a1345,7934a833-610a-4803-8620-360b5cde9dcf,Cesar Chavez Early Learning Center,,,,2000 Kammerer Ave.,(408)928-7300,2025-05-19 00:29:28.717383+00,2025-05-19 00:29:28.717383+00
5265502d-0ccb-4d78-b1fe-37968757f685,5bd614d0-e4df-4dbc-aa2c-5016056e7db9,THRIVE CENTER FOR SUCCESS,,,http://thrivesuccess.org,602 PRUITT RD,(713)501-0052,2025-05-19 00:41:44.115486+00,2025-05-19 00:41:44.115486+00
5278b396-6bde-49cf-956c-e63777ea87ff,0ecbd347-f9d6-4ca5-8064-b8d6f0e7d5d3,Carson-Gore Academy of Environmental Studies,,,http://carsongorees.lausd.org,3200 West Washington Blvd.,(323)766-5500,2025-05-19 00:18:11.576024+00,2025-05-19 00:18:11.576024+00
5280ccea-c240-4463-b7fb-fae4b8fbb248,db57eb45-4de6-4db9-8ccf-90cb1cc379d1,Impact Academy 2,,,,320 N Tibbs Ave,(317)226-4411,2025-05-19 00:27:17.463571+00,2025-05-19 00:27:17.463571+00
5284ea09-6c76-4420-a366-d380e2264401,4aa4d124-d2d8-462a-9de8-bf6125642c5d,Rocklin Alternative Education Center,,,http://www.rocklinusd.org,3250 Victory Dr.,(916)632-3195,2025-05-19 00:42:01.534067+00,2025-05-19 00:42:01.534067+00
52861234-776a-43b3-bdda-10dc24a05939,1fa77318-432b-4c6b-a9e5-ce7ce1e419a5,Highline Home School Center,,,,18367 8th Avenue South,(206)631-7630,2025-05-19 00:44:49.362347+00,2025-05-19 00:44:49.362347+00
529f2543-b958-4832-8e59-c0bac76f3994,413cacfb-f212-442f-8d43-c1e230e5e387,PINECREST ACADEMY OF IDAHO,,,,586 ORCHARD DRIVE,(208)944-2129,2025-05-19 00:44:19.819207+00,2025-05-19 00:44:19.819207+00
52acf40b-2493-43b4-824f-8263b9bb4207,9200abe4-ca99-4362-aa7f-f23cbff7d427,Athenian eAcademy,,,http://www.aea.rocks,765 E 340 S Suite 203,(385)715-5400,2025-05-19 00:44:55.937065+00,2025-05-19 00:44:55.937065+00
52d661da-f22f-4285-823b-33288c5ceca7,0ecbd347-f9d6-4ca5-8064-b8d6f0e7d5d3,Watts Learning Center,,,http://www.wlces.org/,310 West 95th St.,(323)754-9900,2025-05-19 00:17:31.078916+00,2025-05-19 00:17:31.078916+00
52d6d822-b230-41ec-bb6a-8f1ffa20a7dc,e955c2d0-0742-4e48-9f37-68bfd5ac06c0,International Studies Lrng Center at Legacy High Sch Complex,,,http://internationalstudlc.lausd.org,5225 Tweedy Blvd.,(323)357-7521,2025-05-19 00:42:31.344607+00,2025-05-19 00:42:31.344607+00
52df99f5-3d64-4515-af03-f9ad3c733ac0,ad24f86b-4c67-4d51-a988-17955b2b4e43,4TH AND 5TH GRADE CENTER,,,http://www.deercreekschools.org,4653 N W  206th Street,(405)531-9328,2025-05-19 00:37:06.286053+00,2025-05-19 00:37:06.286053+00
53014437-c219-4c2f-9785-7f393aaf6caf,c0f6632f-e3e0-4d2c-8468-16ef4dab583b,Broadway Learning Center,,,,1410 8th Avenue,(360)575-7429,2025-05-19 00:37:29.425963+00,2025-05-19 00:37:29.425963+00
530afbc6-1571-4aca-a0ec-e34b529fdb63,dca3916d-aa18-43a3-9a70-10d75b9d6341,Elevated Excellence Academy,,,http://eeacincy.org,2015 N Bend Rd,(513)421-7519,2025-05-19 00:31:56.231916+00,2025-05-19 00:31:56.231916+00
